ID,stage1_flow_deviation,stage1_density_deviation,stage1_viscosity_deviation,stage1_co2_deviation,stage1_o2_deviation,stage1_n_deviation,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,stage3_flow_deviation,stage3_density_deviation,stage3_viscosity_deviation,stage3_co2_deviation,stage3_o2_deviation,stage3_n_deviation,target
10,0.749657452,-0.133494398,-1.597487818,0.650201595,0.831595027,0.538453853,-4.927667808,-0.034612324,-1.544872608,-1.856383609,0.581816838,-0.080847397,-7.186655953,-4.573895631,3.988319216,1.381380979,1.491318521,-0.427727778,0
11,1.594496388,2.365906014,2.653348697,-0.795508861,0.550340699,1.685819225,3.401372996,-10.96489251,-0.671318144,-0.971111455,-1.307183347,-4.825377476,1.182360515,2.967487241,0.474398086,-0.897176069,0.882918616,-4.825377476,0
12,1.442001179,-2.354761224,-1.805384761,-2.241219318,0.00520305,-1.103681097,11.66418775,-2.114893244,-0.423691042,0.918928165,-0.808656965,-1.15250017,9.551376983,6.895642752,-1.709593149,-3.175733118,0.274518711,-1.15250017,0
13,5.63073031,-0.873896719,-0.44727705,-1.718890773,0.407626305,0.807299324,9.306875458,-4.381862649,-0.742512631,3.338947084,-0.221393317,-0.19454029,3.535723788,0.041352556,-0.61038039,-3.652716637,-2.910766634,-0.19454029,0
14,4.060764491,3.202414497,0.091653884,1.954361974,0.81004956,0.889195138,6.949563161,-6.648832054,-1.061334221,1.931223177,0.369566707,-0.877211946,-3.321069438,-0.63079372,0.488832369,-4.129700156,-2.119551446,-0.877211946,0
15,-1.17896382,1.133315158,-3.965499615,0.751248691,-0.11735588,-1.999297952,0.556625983,16.82036287,-1.38015581,0.52349927,-0.686262604,-0.79919821,4.78337604,0.707773506,-0.63765956,2.120535224,-2.376123453,-4.760073717,1
16,1.190515547,-0.935784181,-1.874848577,1.02949959,0.273134734,-0.899617542,-1.696741996,7.665961785,-1.703670145,-0.884224637,-2.441580807,-0.721184475,5.495116547,0.566349164,0.892732849,2.96523082,1.929030409,-0.79327077,0
17,3.559994913,-1.352829954,-3.793899178,1.307750488,0.663625348,-1.000478841,4.95913525,-0.985278717,-2.02718448,-4.334918733,-1.165781918,-0.64317074,0.948801769,-0.4391086,2.177196427,-0.104704381,-2.916977012,-0.64317074,0
18,4.255011054,-0.18408979,-4.831333,1.586001386,-0.188810353,-0.369874175,2.800724708,3.551405879,-1.322679376,-3.440437682,0.130673916,0.776436164,-0.358358305,-0.485770388,3.461660004,-0.658347339,-0.781153017,-0.075894647,0
19,2.992610719,0.924314244,-0.602338211,1.864252284,-1.041246053,0.158710714,-5.421483586,-9.748759216,-0.618174272,-1.414314978,0.567474809,2.196043068,-1.665518379,-0.532432176,-1.946295017,-0.077129053,-3.077419327,2.196043068,0
20,2.00291145,-1.151000194,-1.632674494,-4.405943368,-1.09438997,-1.21661425,3.184738131,5.267843282,-2.662491451,-2.914595054,-0.497995473,-5.791688688,4.367635394,5.330637031,3.929441911,1.48228198,-3.400310724,-5.791688688,0
21,-1.121254251,2.624608319,-2.253542342,-0.842016746,-1.147533886,-0.239058627,-7.745079575,-10.95874226,-0.394934211,-4.858606454,1.257371206,0.47287591,2.872447586,2.867124056,-5.425673004,-3.436025082,-2.911548618,0.47287591,0
22,-1.346426634,-0.51895519,-2.995028693,0.856630166,1.353474092,1.092511819,-3.785386891,7.013272735,-0.52864125,0.847501805,-0.296132857,1.628327573,1.377259778,-1.102339647,-5.52600912,1.587968476,1.613642608,1.628327573,1
23,-1.786970579,-5.129705614,-4.173119739,-0.272060959,-0.309672975,0.578094362,-13.50388932,-2.519009168,-0.769695097,2.519016712,-1.849636919,-1.693208205,4.678896596,-0.070247733,-5.626345236,0.06538382,0.470978052,-1.693208205,0
24,-2.227514524,-2.823252851,-3.676571673,-1.400752084,-0.699567699,0.167124902,2.697188529,6.354880231,-1.010748943,3.461360735,-0.802741928,-0.897638848,5.662881904,0.96184418,-3.38869582,-1.457200836,-2.708901168,-0.897638848,0
25,-3.251782392,-3.442686099,-0.021528025,-2.495639603,-1.089462424,1.162928752,3.585307223,6.540631342,0.541782007,2.566190716,0.047267031,-1.869112125,9.722936114,5.026820161,-1.151046403,2.222370776,-2.773000133,-1.869112125,0
26,-4.276050261,-3.780638113,-1.20164175,2.534954684,1.85648721,-2.593986097,-1.158754518,7.742140333,2.094312957,1.671020696,-0.606457869,-1.19166594,14.20168607,4.42978777,1.086603014,4.395679033,-1.961739694,-1.19166594,0
27,-2.251947339,-9.488808435,-0.885551208,5.680726557,-0.300966212,-0.619618306,-5.902816258,8.943649324,0.36953238,5.986484789,-0.37012706,-1.111601941,5.573815437,0.240967967,-4.749457384,4.768531053,1.525124054,-1.111601941,0
28,-1.853505695,-3.683040541,1.803224492,5.776568321,2.543704296,0.689132786,2.799483222,-3.972291915,-1.355248196,-2.615801746,0.091596659,0.136856422,-3.054055197,-2.378655028,-0.642729924,-0.864549197,-2.967559313,0.136856422,1
29,-1.455064052,2.122727353,-4.477838287,5.872410085,-0.792850945,0.838928539,11.5017827,-2.867849253,0.015720053,-3.01399494,0.553320378,-4.811197045,-7.040170246,0.697547286,3.178984153,-7.847223194,0.794762411,-4.811197045,0
30,-1.056622408,5.846602493,1.051445065,5.968251848,-0.484213263,-0.172132101,-3.2199592,9.651095375,0.577524882,-3.412188133,0.399391068,-4.262015655,-8.426929522,-2.140775891,1.564101698,4.736884662,0.231982452,-4.262015655,0
31,-2.363638813,1.070422001,-0.85012913,6.064093612,0.344197166,-1.183192741,-4.005843156,-1.689322111,1.139329711,-1.983680119,-0.303194321,0.943788681,-5.644550908,-1.179717085,0.042267453,0.356315054,-1.017035467,0.943788681,1
32,0.879957951,-0.613836004,-2.087540908,6.159935376,-0.134350151,0.784053489,-4.791727111,4.587520514,1.049889278,-1.904616334,-1.780681191,-1.322171602,-1.529898673,-1.979433344,-1.479566792,4.36046974,0.495234669,-1.322171602,0
33,-3.658026366,0.132890139,-1.503908716,4.061799826,0.280936568,-1.173250319,-0.006681023,1.94430339,2.760464551,-2.062903078,-0.053869107,-0.907188004,2.584753563,3.767102228,0.167748814,2.033691035,-0.869866374,-0.907188004,1
34,-0.104533695,-0.344813024,0.379457121,1.963664276,-0.371539498,-0.939595025,0.917976302,-0.698913733,1.610893128,4.392532609,0.446786117,-0.612278643,11.65300872,2.032496024,2.132895701,3.314932098,4.645768567,-0.612278643,0
35,-0.904485384,-0.822516187,0.62655699,-1.105025507,1.094074414,-1.735362722,-2.857720564,11.4985727,0.461321704,2.31436175,0.510761643,-4.278462454,8.78371466,3.193730617,4.098042589,4.596173162,-0.818310749,-4.278462454,0
36,-1.704437073,-4.818148144,2.467995663,0.493227145,0.841794747,1.358599881,4.714163891,0.709783082,-0.688249719,5.602105365,0.119176725,-0.762717726,12.42178995,4.602250749,1.106410114,-0.309810101,0.93350692,-0.762717726,0
37,-1.2497003,2.730027274,-1.516994777,2.091479797,0.439179847,-1.616384984,-5.677066469,-10.07900653,0.127088005,4.678467209,-0.07022739,0.968843039,-11.03976137,-0.466243614,-0.306746856,-4.433215737,-2.672209544,0.968843039,0
38,-0.794963526,-2.266884143,2.039539322,3.689732448,-1.770129455,-1.478738942,0.283358186,0.4912871,0.942425729,3.754829052,-0.259631506,-3.207420711,7.728841604,-0.580428265,-1.719903826,0.194495085,0.497511383,-3.207420711,0
39,-0.340226752,-2.216123556,-0.341095719,-2.353953536,-0.925495727,-1.157713824,7.918303351,-7.408977823,1.757763453,2.831190895,-0.714345734,-1.909569708,6.972685038,5.236012476,-1.612715787,0.627319111,-3.142833495,-1.909569708,0
40,0.114510021,-1.38047216,-2.72173076,-1.95814876,-0.080862,-0.710872607,-0.037873693,-0.246139543,2.573101178,3.161940119,-0.214478146,-0.362505867,7.088346501,2.751975863,-1.505527748,-1.041898393,-1.628608305,-0.362505867,0
41,0.569246795,-1.137519079,2.641426391,-0.011195265,0.701146155,-0.991108172,6.20562927,-11.79408269,-3.136400787,1.477479597,0.001595628,-0.598891346,-5.000095226,2.464633085,-0.525420997,-1.541383854,-6.403327876,-0.598891346,1
42,1.023983569,0.6269319,1.386421774,2.782521724,1.48315431,1.231535234,6.554174654,-9.358003715,-0.943194614,3.838431492,-0.141133871,1.234379948,-2.264965866,-0.879741821,0.423493871,-3.445857125,0.204086528,0.091406658,0
43,1.478720342,0.416385297,-3.130901264,0.155089749,1.006302797,1.718567981,-14.02129858,-0.979171613,1.25001156,1.207123895,2.464723267,3.067651242,-4.222456244,-2.836683398,-1.455435629,2.160271381,1.225594169,3.067651242,1
44,1.933457116,0.009686521,-4.618413554,-1.018016168,-0.250593657,0.864835031,3.726569863,7.399660488,-2.751594147,1.5005661,0.753527826,4.11690991,-0.368794252,-3.446438433,4.866148692,1.538700706,4.892046093,1.125297554,0
45,-0.477371138,1.072040876,0.459370541,-2.191122085,-0.082968308,-0.576625849,6.863649245,-6.469913087,-2.537032333,-2.80103962,0.263278444,-0.817056135,-3.396713863,-2.36051865,1.803758395,-2.964711398,-1.484001875,-0.817056135,0
46,-2.888199391,-1.944569279,-0.70180873,-2.486287482,-0.052529378,-1.712927714,-5.286959205,1.445807002,-2.322470519,2.986990788,0.617430254,1.173704328,-2.522497487,-1.274598867,-2.032362358,-4.085752973,5.40526984,5.150491741,0
47,-1.20708863,-0.094464004,-1.862988001,-2.781452879,2.054019293,-1.480278181,-3.261932913,9.748609082,-0.523605595,1.240583986,0.610464209,3.164464791,-1.648281111,-1.626677364,-0.336316331,4.832836053,-0.600188474,3.164464791,0
48,0.47402213,0.302594487,1.10040275,-3.076618275,0.168184032,-0.597670856,1.068823761,-6.114903636,-1.147921168,1.998658804,-0.943020204,-0.42386984,-0.774064735,0.466064915,-0.443971704,0.885019796,-1.663908887,1.718282756,0
49,-1.433471079,-2.038603371,0.657184412,-1.323553026,0.342405998,1.299591773,3.589202966,3.22146204,-0.413586317,2.756733623,0.313383853,0.272100721,5.690220679,2.558807193,-0.551627076,1.316600782,0.128332962,0.272100721,0
50,-0.885406669,-0.456536646,-2.087918953,-0.109130623,-2.188387602,-0.366101863,0.781930075,9.658529032,0.320748533,2.542580492,0.703977,0.476625416,6.055903071,2.300092753,3.215318283,2.56263906,1.678440581,0.476625416,0
51,2.694065725,2.247558331,-2.037757534,0.971776821,1.318463173,1.862261565,-8.621973393,-1.640422013,-0.579787233,-1.771136735,1.094570147,-6.77663303,1.440830586,-0.144584023,-3.369166747,1.758953035,0.259359801,-6.77663303,1
52,-1.569804316,-3.176539416,-7.736396021,2.052684266,0.408576018,-2.069189654,-6.446382907,23.35145965,-1.480322999,5.712569471,0.352449748,-1.535689764,12.2139367,-1.136403821,4.204660616,-2.192301441,-0.205814181,-1.535689764,1
53,2.60913673,-5.581194582,-0.734632529,1.52344865,-0.507623411,1.095735325,-4.27079242,-6.616619822,0.037543476,3.517720893,-0.389670652,-3.590611185,12.20319559,2.209024145,-7.818828401,3.602195015,2.92751758,-3.590611185,0
54,0.374309644,0.821797666,-2.137915085,2.500673501,-1.423822841,0.325843133,-4.387657517,-1.041408221,1.555409952,1.322872315,-0.254428483,0.040762704,-1.538628481,1.281416301,-2.259066439,-2.615021902,1.472386603,0.040762704,0
55,-0.893902286,-3.974080028,-0.053427546,3.477898352,0.512428505,0.515241623,-3.029876087,4.533803379,3.073276427,1.546834322,-1.842975543,-1.402129023,3.621537624,-2.485043923,-6.525128781,-1.690664959,4.678450052,-1.402129023,0
56,1.74305114,4.343189883,0.250285126,2.725200124,0.418743955,0.747775528,-1.672094657,-1.420605061,-0.902926903,1.77079633,0.801557479,-0.992721395,4.097088308,-3.07878918,-3.645860775,-0.766308017,2.275801509,-0.992721395,1
57,2.742749337,-1.453446034,-0.172950246,1.972501896,0.325059405,0.980309433,-7.485389268,10.88992638,-0.187813984,5.235073203,-2.205158372,1.330962564,4.572638993,-2.076502365,-0.766592769,3.581908102,2.204956669,1.330962564,0
58,3.742447535,0.074294693,-2.318488421,2.182915479,-1.582463039,0.177216665,-6.741044056,4.839088651,1.845941465,-0.84962435,-1.22949883,-5.164888507,3.198574858,1.176519835,-0.82612784,2.742777006,-2.063539288,-5.164888507,0
59,4.742145732,0.819162284,2.929880391,-1.13402206,-2.807750434,0.192044167,2.423823806,-2.418448472,-1.404685713,-1.25399744,-0.294272083,-3.405263094,-1.610999666,-2.402405279,1.168788393,0.358353085,-1.24621974,-3.405263094,0
60,5.741843929,1.564029875,-0.107562554,-2.220645785,-0.998657154,2.067094753,4.847202573,-4.817896281,0.161295949,-0.049699401,-0.050741394,-3.258843288,-4.378684727,-2.877870548,-0.254557996,-2.026070836,-0.428900193,-3.258843288,0
61,3.707703359,2.141906218,0.377585834,-0.518727766,0.810436126,-0.036507733,2.063022691,-4.55759335,0.630735473,1.154598638,-0.930736144,-1.566840236,-5.47119693,0.526695621,-1.677904386,-2.641854681,1.209151102,-1.566840236,0
62,1.67356279,-4.616469531,0.862734222,-0.325392548,-1.053695461,-0.693433055,-0.721157191,-4.013190275,1.100174997,2.202668845,-2.841665624,0.700789516,7.618440213,2.950080189,-1.158619184,-0.653037059,2.847202396,0.542979145,0
63,-0.36057778,3.732239757,-0.353970118,-0.13205733,-0.222151295,-0.607017252,2.997839496,-1.091997447,-2.689494197,-4.919300106,1.64173647,2.652798525,-1.532589116,0.836774215,-0.639333982,2.268070764,-4.436545957,2.652798525,0
64,-0.477698923,-5.111003481,-0.913055384,0.250936356,-0.046100161,-1.732291849,4.895314744,-0.053510741,-4.523642105,-2.185343987,-0.402196752,-2.481122776,9.723794216,5.468227781,-0.12004878,5.305604945,-2.575961498,-2.481122776,0
65,-0.594820066,-2.104833666,0.514980908,0.633930042,1.201282389,0.251245637,6.792789992,12.46923623,-2.57044165,1.735090641,0.664474015,-2.38409664,10.481767,-0.932122301,1.804965511,4.371898187,-0.715377039,-2.38409664,0
66,-0.711941209,-3.47149761,0.472874592,-1.240563151,0.489229871,-0.196781711,-0.801309127,2.5487321,-0.28485932,-1.717575241,0.170138811,-1.644301122,6.343913718,4.26840245,0.754038867,1.807061751,-1.327859727,-1.644301122,0
67,-1.234752552,5.186314181,0.371078617,-0.706122201,-0.222822646,0.532934737,-2.707663228,-13.75381535,0.980692113,-4.110878458,-0.324196393,-0.899261865,-14.10327779,0.753081694,-0.84603444,-5.152070364,-0.031746782,-0.899261865,0
68,-1.757563894,-1.286477674,0.269282643,-0.171681252,-0.934875164,0.692479143,-2.739281596,-1.774711764,2.246243546,4.326818948,1.239079283,-1.783726755,2.716990623,1.744881537,-2.446107747,-2.902761288,2.72416654,-2.115968783,0
69,-2.280375236,2.890875946,-2.743994306,0.185448077,-0.03409785,2.091496743,11.11483641,3.324263719,-4.652627458,0.353619631,0.172166868,-2.668191644,4.085212106,-1.147322864,3.613972905,-0.653452213,-3.77190729,-2.668191644,1
70,-2.803186578,3.941285503,5.258401186,0.542577406,1.501977252,-0.484042203,-10.57051674,-5.647174511,4.041457793,-3.619579686,-1.300640537,-0.92905036,6.232426936,-0.265946089,3.544847299,3.35655371,0.625626893,-0.92905036,1
71,0.705704187,-0.342313532,2.888985106,0.899706735,-0.360728887,1.266205972,5.115246288,4.387173897,-1.804564503,-0.317098195,0.075410531,1.64472964,8.379641767,-3.657227214,1.555424025,3.862377227,2.742115238,1.64472964,1
72,2.451276211,-2.021880323,-2.987548413,-1.525404023,0.117193176,0.188619176,5.165574217,10.61168377,-1.599565117,2.985383297,1.775059844,-0.853910065,10.5268566,4.027523839,0.309121765,4.368200745,-1.530266041,-0.853910065,0
73,0.924612595,3.412649278,-0.091267141,-3.232679999,-1.242972567,0.809785633,-11.36315414,2.622385647,-1.394565731,0.978662867,1.759571316,-4.32311232,4.984561998,-0.268320628,-0.937180495,1.258686691,-2.026869519,-4.32311232,0
74,-0.60205102,-0.811704108,-0.981267435,1.188009926,-1.02751612,-0.563694322,-7.965439451,-3.670449908,-1.189566344,-3.316783929,-0.887189754,1.848718998,-0.557732602,-0.906558336,1.167550849,1.467033464,-2.523472997,1.848718998,0
75,-2.128714636,-1.733798991,-1.63739756,1.595679055,-0.25814677,0.242970967,-4.922781333,-6.142024566,0.549370723,-4.785275571,-0.611796924,0.616039149,-6.100027202,-0.960358793,5.262183701,0.020282912,1.409127482,2.491538057,0
76,-3.655378251,4.959989171,4.342244942,2.003348184,-0.219949029,0.721795895,-4.437556481,-5.848786378,1.010219859,-3.321763549,-0.201466192,-0.6166407,-0.926295402,2.812612717,3.581628642,-1.42646764,-2.141659605,-0.6166407,1
77,3.249828115,1.867791729,-4.704643332,1.469812453,0.628118839,0.806818456,-2.02894308,-4.12698196,2.02972073,-1.858251528,0.208864539,2.271597661,-1.424452979,0.326009119,1.901073582,-2.873218192,-0.524624782,2.271597661,0
78,0.128589974,2.617168646,3.171286178,0.936276722,0.610638985,0.891841018,5.107382525,-3.771321729,-3.633716369,-5.420973313,1.312249369,-3.500706879,-1.922610556,1.259433781,-2.014938898,-2.220525478,0.021347233,-3.500706879,0
79,1.625246922,-3.443051638,-0.593461613,0.402740991,-0.58166592,1.273891339,5.52178026,7.945025809,1.807216052,2.963809998,-0.55728136,-1.45408802,12.28224569,4.333563461,2.087337612,1.991735197,0.567319247,-1.45408802,0
80,3.12190387,-2.345648604,-3.244157209,0.151967484,0.677094663,0.370685034,5.936177996,3.750787978,1.37886584,2.652652598,-1.021264235,-0.689375592,4.32213685,0.950500461,2.539163463,0.954176732,-1.469213226,-0.689375592,1
81,4.618560817,2.332140077,3.805561654,-5.319382929,-1.175101114,-0.019831134,-0.797558889,-13.06640502,-1.596111131,0.00040588,-0.996642733,-2.68446409,-3.637971989,0.353779466,-1.9383369,-0.083381733,-2.91211985,-2.68446409,0
82,2.153843536,0.263274052,-4.01265199,-4.401124512,-1.202768161,-0.410347301,-1.459639386,-8.134078777,-0.295853132,-1.710159541,-1.120758387,1.222206637,-5.214511215,-0.423639143,0.87614757,-3.672539339,-0.210819342,1.222206637,0
83,1.50425369,1.123391254,0.775392434,-3.482866095,-1.230435209,-0.07686578,-2.133436477,-6.220381768,1.004404867,0.582401209,-2.452134126,-1.916113305,-6.327050974,2.134644839,0.009444369,-2.417310416,0.533423211,-1.916113305,0
84,0.854663845,1.983508457,-2.22556725,0.551631741,-0.55752248,-1.163064742,3.499808627,-4.211334136,-2.712591164,2.598831674,1.847686008,-0.9833622,-5.390467265,1.439574117,-0.967068694,-1.873148024,-0.286450269,0.808848697,1
85,-3.258472593,-6.940655981,-3.269192606,4.022209829,-0.524984602,-1.866160479,4.323381647,0.184893031,-3.696642771,4.615262139,0.102346716,3.533810699,10.54045992,0.744503395,-1.943581757,-0.522505404,2.298787014,3.533810699,0
86,0.869088769,-0.69328584,1.017770367,-4.42232503,2.318742805,-1.154095168,5.146954667,4.581120198,-4.680694379,-0.910879003,-0.803894076,-1.410359487,4.333654495,0.242207152,2.326125404,5.344051307,-0.741731799,0.594419086,0
87,-2.260392768,1.012191281,-1.821621653,-4.50955725,0.630418669,-2.663942539,3.092123947,-2.189329505,-3.088654761,-4.84725805,-0.686846545,-2.344972526,-1.873150931,-0.260089092,5.251262428,-1.057239227,-3.783563499,-2.344972526,0
88,-0.897401376,2.159371156,2.303543697,-3.681637443,-0.135633322,-0.293985042,-1.224334909,-3.796330058,-2.651171447,-1.045220266,0.975620699,-3.453860269,-4.880050161,-0.762385335,3.287615609,2.295806527,2.437035386,-3.453860269,1
89,0.465590015,-0.281487384,-3.821402409,-2.853717637,1.380974825,-1.596302393,10.57548148,6.36171758,-2.213688132,3.670251723,0.164317977,1.96227475,6.579327705,4.837493441,3.347949963,-4.013984011,-2.597985313,1.96227475,0
90,1.828581407,-0.785374203,-0.631636012,-2.270925978,0.31887305,0.207355981,4.487277475,-7.499698747,2.373963835,-4.44616194,-0.646984745,-2.19106501,3.086211714,7.229679724,1.660826906,-0.764562781,-0.361099815,-2.19106501,1
91,3.191572798,-0.501172549,0.352590045,1.687366434,0.370780394,-0.888483597,0.94082391,7.680759456,-3.389333161,-0.599952052,0.87548888,2.283564354,5.278934845,0.750408497,3.43615416,2.570701477,-0.090791292,2.283564354,0
92,4.55456419,4.470230367,-1.845120258,2.640042783,0.552327836,0.704090679,-2.130387553,2.38121769,-0.431664618,1.246347149,-0.414681584,2.415924829,-11.78875223,-4.798229175,2.799577954,2.968199996,-3.378116578,2.415924829,1
93,1.674290752,-1.940635471,-0.69225295,3.592719132,-1.465122347,0.585896769,5.560320311,1.990848802,3.145410993,2.701177315,0.531230977,-1.170594796,13.49696986,2.301656519,2.163001747,-0.21084849,-1.49219198,-1.170594796,0
94,-1.205982685,5.276212562,2.63022259,3.27681569,0.32172497,1.622889079,-4.376828214,-3.362336765,2.012052064,-1.297457227,0.39517218,-0.453861112,0.422466012,-0.266002616,1.526425541,0.098439911,-2.186152127,-0.453861112,1
95,-0.062968859,2.800769043,2.242100382,2.960912247,-1.457165387,0.091627319,3.865769678,13.69127638,-1.968256617,0.336949769,0.250989747,-4.122165466,4.353201786,0.798286512,1.934355941,3.582004716,0.093830298,-4.122165466,0
96,1.080044968,0.325325524,1.444030642,2.645008805,-0.204211434,0.091732154,5.01857421,4.310904767,-3.152399723,1.971356766,-1.859688888,-1.055101569,-0.270753256,0.874280068,2.342286341,3.690142964,-1.807486628,-3.609447952,0
97,-1.097902348,1.847967264,0.64817264,2.329105362,0.417309938,-0.225381161,0.838342915,0.401201696,2.528001155,-1.353807416,1.700735508,2.011962328,-4.894708298,-0.019958148,4.225576861,0.074951166,4.099468303,-3.171598085,1
98,-1.46005828,-2.317041757,1.495665653,1.62231256,1.185498806,0.032243324,0.964522426,-3.530764872,-0.920301489,0.316155048,-0.111013298,-2.898834987,4.694740153,2.532799191,5.449189115,2.901305887,-2.876695756,-2.733748217,0
99,-1.822214213,-3.737025535,-3.196527547,0.915519759,-0.955637548,1.133568314,3.713784904,7.556412962,1.611742173,-2.41072394,0.136596969,-2.29589835,8.643066444,1.438117781,-3.982283206,5.727660608,1.582022966,-2.29589835,0
100,-2.136321615,-0.929080683,-4.671052971,0.208726957,0.816716089,0.173032119,6.463047383,8.6631554,-2.375953392,5.062808774,-0.941405106,-0.108765154,5.413016625,0.908639197,-1.96435074,-1.733316155,-0.143134163,-0.108765154,1
101,-2.450429017,-0.859604088,-0.332106581,-0.498065844,-1.067398819,0.818927227,-5.250901531,3.655210166,-0.180552022,-5.308076816,-0.090898429,-1.32506153,-2.218555315,-1.501065152,-2.362975996,-0.216069162,1.092017258,-0.442555455,1
102,-1.374532676,1.879391502,0.307142949,-1.204858646,0.301450826,1.06140001,0.985877731,7.132516612,2.014849347,-3.738643586,0.2765002,-0.776345756,0.580501985,2.431492424,-2.761601253,3.712816024,1.473062146,-0.776345756,0
103,0.212230494,4.618387091,-2.605206849,-1.911651448,-0.692906728,-0.97249655,5.710957826,6.590666321,4.210250717,-2.169210356,0.275023224,-6.962579825,-2.051432608,2.176441936,3.761699403,4.264567229,1.489404996,-6.962579825,0
104,1.798993665,2.87905498,1.127552355,-2.618444249,-0.71544767,-0.375695783,10.43603792,0.899035855,-1.70391575,2.492303391,0.656528057,-4.726332415,-4.683367202,-0.42471343,4.221488185,-4.396697767,1.505747846,-4.726332415,0
105,-2.1713695,-1.407681435,-0.589728229,-2.405203967,-0.157190207,2.17095504,3.162938218,4.251187148,-1.621938,3.442914923,0.645690701,-2.271942271,0.320227114,3.151154835,-3.501006665,-1.923229048,8.060673806,3.25357865,0
106,3.352462979,0.373052525,-3.415022273,-1.66230208,0.401067255,1.827086454,-4.110161486,1.148808133,0.701281344,0.727957757,2.089138648,0.182447874,-0.714958027,-1.452368935,1.261848796,-0.146144737,-0.939799366,0.182447874,0
107,0.82429345,-0.440171461,-0.210044789,-0.919400192,-0.230895988,0.820525267,-9.450531792,-1.953570881,0.341348246,-1.986999409,-3.021426207,0.058817229,-1.837391482,-2.511859843,-3.294501282,-0.417944431,-6.5093625,0.058817229,1
108,-1.703876079,-0.453260131,-1.415925714,3.963049006,-0.182023413,-0.774965397,-14.7909021,5.087566881,-0.65486096,2.234533496,-0.139005761,3.549360295,-2.718497618,-3.64211078,-3.411218717,-0.689744124,6.910559391,3.549360295,0
109,-4.232045608,-0.466348802,-2.451484167,0.345834657,-0.133150838,0.077706167,-1.382159163,8.037163953,-1.651070166,0.054993615,-0.34733434,-0.500938351,-0.103890313,0.694632941,0.043666978,0.502083963,2.103114099,-1.324305708,0
110,3.1277582,-0.100523013,0.669767298,-1.081539374,0.326255266,-1.072506095,7.843482371,-1.413393166,-2.285677393,0.631403493,-0.713385521,-4.551236996,2.510716992,4.219777828,0.279495638,1.066616014,-5.163772367,-4.551236996,0
111,3.478341525,-1.977241166,-0.44350057,0.474776759,-0.970171185,1.879218324,4.579991645,5.79423682,-2.920284619,-0.85583204,-0.355858654,1.926646471,5.125324297,1.77556402,0.544958506,2.105711164,-0.37433307,1.926646471,1
